Wavelength (Å) - Plot 0,Signal Amplitude (V) - Plot 0
4866,0.0143
4867,0.0145
4868,0.0146
4869,0.0146
4870,0.0146
4871,0.0145
4872,0.0146
4873,0.0146
4874,0.0145
4875,0.0145
4876,0.0146
4877,0.0145
4878,0.0145
4879,0.0145
4880,0.0144
4881,0.0146
4882,0.0144
4883,0.0146
4884,0.0144
4885,0.0145
4886,0.0145
4887,0.0146
4888,0.0144
4889,0.0145
4890,0.0146
4891,0.0145
4892,0.0145
4893,0.0145
4894,0.0144
4895,0.0146
4896,0.0145
4897,0.0147
4898,0.0145
4899,0.0144
4900,0.0145
4901,0.0143
4902,0.0145
4903,0.0145
4904,0.0145
4905,0.0146
4906,0.0145
4907,0.0146
4908,0.0145
4909,0.0146
4910,0.0146
4911,0.0145
4912,0.0145
4913,0.0146
4914,0.0144
4915,0.0145
4916,0.0145
4917,0.0146
4918,0.0146
4919,0.0144
4920,0.0146
4921,0.0146
4922,0.0145
4923,0.0144
4924,0.0147
4925,0.0145
4926,0.0144
4927,0.0145
4928,0.0144
4929,0.0145
4930,0.0145
4931,0.0144
4932,0.0145
4933,0.0145
4934,0.0146
4935,0.0145
4936,0.0147
4937,0.0145
4938,0.0146
4939,0.0146
4940,0.0144
4941,0.0143
4942,0.0144
4943,0.0145
4944,0.0145
4945,0.0145
4946,0.0144
4947,0.0146
4948,0.0145
4949,0.0144
4950,0.0144
4951,0.0145
4952,0.0145
4953,0.0145
4954,0.0145
4955,0.0143
4956,0.0145
4957,0.0145
4958,0.0145
4959,0.0146
4960,0.0146
4961,0.0146
4962,0.0145
4963,0.0145
4964,0.0144
4965,0.0145
4966,0.0145
4967,0.0144
4968,0.0145
4969,0.0146
4970,0.0145
4971,0.0145
4972,0.0144
4973,0.0144
4974,0.0146
4975,0.0145
4976,0.0145
4977,0.0146
4978,0.0146
4979,0.0147
4980,0.0146
4981,0.0145
4982,0.0144
4983,0.0145
4984,0.0143
4985,0.0146
4986,0.0146
4987,0.0148
4988,0.0144
4989,0.0145
4990,0.0146
4991,0.0145
4992,0.0144
4993,0.0145
4994,0.0144
4995,0.0146
4996,0.0146
4997,0.0146
4998,0.0144
4999,0.0145
5000,0.0146
5001,0.0145
5002,0.0146
5003,0.0145
5004,0.0146
5005,0.0145
5006,0.0145
5007,0.0145
5008,0.0146
5009,0.0145
5010,0.0144
5011,0.0145
5012,0.0145
5013,0.0146
5014,0.0145
5015,0.0148
5016,0.0167
5017,0.0197
5018,0.0204
5019,0.021
5020,0.0215
5021,0.0216
5022,0.022
5023,0.0223
5024,0.0226
5025,0.0229
5026,0.0227
5027,0.0216
5028,0.0161
5029,0.0147
5030,0.0145
5031,0.0147
5032,0.0145
5033,0.0145
5034,0.0145
5035,0.0144
5036,0.0145
5037,0.0145
5038,0.0144
5039,0.0144
5040,0.0145
5041,0.0144
5042,0.0145
5043,0.0145
5044,0.0147
5045,0.0144
5046,0.0146
5047,0.0145
5048,0.0144
5049,0.0147
5050,0.0145
5051,0.0146
5052,0.0145
5053,0.0145
5054,0.0145
5055,0.0145
5056,0.0145
5057,0.0145
5058,0.0146
5059,0.0146
5060,0.0144
5061,0.0144
5062,0.0144
5063,0.0145
5064,0.0146
5065,0.0146
5066,0.0145
5067,0.0145
5068,0.0144
5069,0.0144
5070,0.0145
5071,0.0145
5072,0.0145
5073,0.0146
5074,0.0146
5075,0.0145
5076,0.0146
5077,0.0146
5078,0.0144
5079,0.0145
5080,0.0145
5081,0.0146
5082,0.0146
5083,0.0144
5084,0.0144
5085,0.0145
5086,0.0146
5087,0.0147
5088,0.0146
5089,0.0146
5090,0.0146
5091,0.0146
5092,0.0146
5093,0.0146
5094,0.0145
5095,0.0145
5096,0.0146
5097,0.0145
5098,0.0144
5099,0.0148
5100,0.0145
5101,0.0145
5102,0.0145
5103,0.0145
5104,0.0144
5105,0.0145
5106,0.0144
5107,0.0145
5108,0.0144
5109,0.0144
5110,0.0144
5111,0.0144
5112,0.0146
5113,0.0145
5114,0.0145
5115,0.0145
5116,0.0145
5117,0.0143
5118,0.0146
5119,0.0145
5120,0.0145
5121,0.0146
5122,0.0145
5123,0.0146
5124,0.0146
5125,0.0145
5126,0.0147
5127,0.0145
5128,0.0145
5129,0.0146
5130,0.0148
5131,0.0147
5132,0.0147
5133,0.0146
5134,0.0146
5135,0.0145
5136,0.0144
5137,0.0144
5138,0.0145
5139,0.0145
5140,0.0144
5141,0.0146
5142,0.0145
5143,0.0146
5144,0.0145
5145,0.0144
5146,0.0144
5147,0.0145
5148,0.0145
5149,0.0146
5150,0.0146
5151,0.0145
5152,0.0144
5153,0.0146
5154,0.0144
5155,0.0146
5156,0.0145
5157,0.0144
5158,0.0144
5159,0.0146
5160,0.0146
5161,0.0145
5162,0.0144
5163,0.0145
5164,0.0144
5165,0.0146
5166,0.0144
5167,0.0144
5168,0.0145
5169,0.0146
5170,0.0146
5171,0.0146
5172,0.0144
5173,0.0145
5174,0.0145
5175,0.0146
5176,0.0145
5177,0.0145
5178,0.0145
5179,0.0145
5180,0.0144
5181,0.0145
5182,0.0145
5183,0.0145
5184,0.0145
5185,0.0145
5186,0.0146
5187,0.0145
5188,0.0144
5189,0.0144
5190,0.0145
5191,0.0145
5192,0.0145
5193,0.0145
5194,0.0146
5195,0.0143
5196,0.0144
5197,0.0147
5198,0.0145
5199,0.0146
5200,0.0146
5201,0.0146
5202,0.0146
5203,0.0145
5204,0.0146
5205,0.0145
5206,0.0146
5207,0.0146
5208,0.0147
5209,0.0146
5210,0.0144
5211,0.0145
5212,0.0146
5213,0.0146
5214,0.0145
5215,0.0144
5216,0.0145
5217,0.0146
5218,0.0145
5219,0.0146
5220,0.0144
5221,0.0145
5222,0.0145
5223,0.0146
5224,0.0146
5225,0.0146
5226,0.0146
5227,0.0146
5228,0.0145
5229,0.0145
5230,0.0146
5231,0.0146
5232,0.0144
5233,0.0145
5234,0.0144
5235,0.0144
5236,0.0146
5237,0.0145
5238,0.0145
5239,0.0144
5240,0.0146
5241,0.0146
5242,0.0144
5243,0.0144
5244,0.0145
5245,0.0144
5246,0.0144
5247,0.0145
5248,0.0144
5249,0.0143
5250,0.0146
5251,0.0145
5252,0.0145
5253,0.0145
5254,0.0144
5255,0.0144
5256,0.0145
5257,0.0144
5258,0.0145
5259,0.0146
5260,0.0145
5261,0.0147
5262,0.0145
5263,0.0145
5264,0.0146
5265,0.0147
5266,0.0147
5267,0.0146
5268,0.0147
5269,0.0146
5270,0.0147
5271,0.0148
5272,0.0148
5273,0.0148
5274,0.0148
5275,0.0147
5276,0.0147
5277,0.0147
5278,0.0147
5279,0.0146
5280,0.0147
5281,0.0147
5282,0.0146
5283,0.0147
5284,0.0148
5285,0.0146
5286,0.0148
5287,0.0148
5288,0.0147
5289,0.0147
5290,0.0147
5291,0.0148
5292,0.0147
5293,0.0148
5294,0.0148
5295,0.0147
5296,0.0148
5297,0.0148
5298,0.0148
5299,0.0149
5300,0.0147
5301,0.0147
5302,0.0146
5303,0.0148
5304,0.0148
5305,0.0147
5306,0.0148
5307,0.0146
5308,0.0147
5309,0.0148
5310,0.0147
5311,0.0148
5312,0.0148
5313,0.0148
5314,0.0147
5315,0.0148
5316,0.0147
5317,0.0146
5318,0.0147
5319,0.0148
5320,0.0148
5321,0.0148
5322,0.0148
5323,0.0148
5324,0.0148
5325,0.0147
5326,0.0148
5327,0.0146
5328,0.0147
5329,0.0147
5330,0.0148
5331,0.0149
5332,0.0146
5333,0.0147
5334,0.0147
5335,0.0146
5336,0.0147
5337,0.0147
5338,0.0147
5339,0.0147
5340,0.0147
5341,0.0146
5342,0.0147
5343,0.0147
5344,0.0146
5345,0.0148
5346,0.0146
5347,0.0147
5348,0.0148
5349,0.0147
5350,0.0146
5351,0.0147
5352,0.0146
5353,0.0146
5354,0.0147
5355,0.0147
5356,0.0145
5357,0.0147
5358,0.0146
5359,0.0147
5360,0.0147
5361,0.0148
5362,0.0146
5363,0.0147
5364,0.0145
5365,0.0144
5366,0.0146
5367,0.0146
5368,0.0146
5369,0.0147
5370,0.0148
5371,0.0147
5372,0.0145
5373,0.0146
5374,0.0145
5375,0.0146
5376,0.0146
5377,0.0146
5378,0.0147
5379,0.0146
5380,0.0146
5381,0.0145
5382,0.0145
5383,0.0147
5384,0.0145
5385,0.0147
5386,0.0145
5387,0.0147
5388,0.0146
5389,0.0147
5390,0.0146
5391,0.0145
5392,0.0146
5393,0.0147
5394,0.0146
5395,0.0146
5396,0.0147
5397,0.0145
5398,0.0147
5399,0.0147
5400,0.0148
5401,0.0145
5402,0.0146
5403,0.0145
5404,0.0146
5405,0.0146
5406,0.0148
5407,0.0146
5408,0.0145
5409,0.0146
5410,0.0149
5411,0.0148
5412,0.0145
5413,0.0146
5414,0.0146
5415,0.0147
5416,0.0146
5417,0.0146
5418,0.0146
5419,0.0148
5420,0.0147
5421,0.0146
5422,0.0147
5423,0.0147
5424,0.0146
5425,0.0146
5426,0.0146
5427,0.0146
5428,0.0147
5429,0.0146
5430,0.0146
5431,0.0149
5432,0.0149
5433,0.0148
5434,0.0147
5435,0.0147
5436,0.0147
5437,0.0149
5438,0.0148
5439,0.015
5440,0.0147
5441,0.0149
5442,0.0148
5443,0.0148
5444,0.0148
5445,0.0148
5446,0.0147
5447,0.0147
5448,0.0148
5449,0.0147
5450,0.0147
5451,0.0147
5452,0.0148
5453,0.0147
5454,0.0147
5455,0.0146
5456,0.0147
5457,0.0147
5458,0.0149
5459,0.0149
5460,0.0149
5461,0.0148
5462,0.0148
5463,0.0149
5464,0.0147
5465,0.0148
5466,0.0147
5467,0.0147
5468,0.0148
5469,0.0148
5470,0.0148
5471,0.0147
5472,0.0147
5473,0.0147
5474,0.0147
5475,0.0147
5476,0.0147
5477,0.0147
5478,0.0149
5479,0.0148
5480,0.0147
5481,0.0148
5482,0.0149
5483,0.0146
5484,0.0148
5485,0.0148
5486,0.0149
5487,0.0149
5488,0.0147
5489,0.0148
5490,0.0148
5491,0.015
5492,0.0148
5493,0.0147
5494,0.0146
5495,0.0148
5496,0.0147
5497,0.0147
5498,0.0147
5499,0.0149
5500,0.0148
5501,0.0148
5502,0.0147
5503,0.0149
5504,0.0149
5505,0.015
5506,0.0147
5507,0.0148
5508,0.0148
5509,0.0149
5510,0.0148
5511,0.0148
5512,0.0147
5513,0.0148
5514,0.0148
5515,0.0149
5516,0.0149
5517,0.0149
5518,0.0151
5519,0.0149
5520,0.0149
5521,0.0149
5522,0.015
5523,0.015
5524,0.0151
5525,0.0151
5526,0.015
5527,0.0149
5528,0.0151
5529,0.0151
5530,0.0149
5531,0.0152
5532,0.0151
5533,0.0151
5534,0.0151
5535,0.0151
5536,0.0151
5537,0.0152
5538,0.0151
5539,0.0153
5540,0.0153
5541,0.0153
5542,0.0153
5543,0.0154
5544,0.0157
5545,0.0157
5546,0.0158
5547,0.0158
5548,0.0159
5549,0.016
5550,0.0161
5551,0.0162
5552,0.0167
5553,0.0169
5554,0.0176
5555,0.0183
5556,0.0189
5557,0.02
5558,0.0234
5559,0.0305
5560,0.0738
5561,0.4755
5562,0.601
5563,0.6649
5564,0.7129
5565,0.7442
5566,0.7732
5567,0.8119
5568,0.8245
5569,0.8634
5570,0.8736
5571,0.867
5572,0.587
5573,0.3455
5574,0.0604
5575,0.0302
5576,0.0221
5577,0.02
5578,0.0186
5579,0.0178
5580,0.0172
5581,0.0167
5582,0.0164
5583,0.0163
5584,0.0159
5585,0.0159
5586,0.0158
5587,0.0156
5588,0.0155
5589,0.0155
5590,0.0154
5591,0.0154
5592,0.0153
5593,0.0152
5594,0.015
5595,0.0152
5596,0.0152
5597,0.0152
5598,0.0151
5599,0.0153
5600,0.0151
5601,0.0152
5602,0.0151
5603,0.0152
5604,0.0152
5605,0.0152
5606,0.0152
5607,0.0152
5608,0.0149
5609,0.0149
5610,0.015
5611,0.0147
5612,0.0148
5613,0.0149
5614,0.015
5615,0.0149
5616,0.0147
5617,0.0149
5618,0.0149
5619,0.0149
5620,0.0148
5621,0.0147
5622,0.0149
5623,0.0149
5624,0.015
5625,0.0147
5626,0.0149
5627,0.0148
5628,0.0148
5629,0.0147
5630,0.0149
5631,0.0149
5632,0.0146
5633,0.0149
5634,0.0149
5635,0.0148
5636,0.0147
5637,0.0149
5638,0.0148
5639,0.0147
5640,0.0147
5641,0.0148
5642,0.0147
5643,0.0148
5644,0.0148
5645,0.0148
5646,0.0148
5647,0.0149
5648,0.0147
5649,0.0147
5650,0.0147
5651,0.0146
5652,0.0147
5653,0.0149
5654,0.0148
5655,0.0148
5656,0.0148
5657,0.0146
5658,0.0148
5659,0.0148
5660,0.0148
5661,0.0148
5662,0.0147
5663,0.0147
5664,0.0151
5665,0.0149
5666,0.015
5667,0.0149
5668,0.0148
5669,0.015
5670,0.0147
5671,0.0147
5672,0.0145
5673,0.0146
5674,0.0147
5675,0.0149
5676,0.0148
5677,0.0148
5678,0.0148
5679,0.0149
5680,0.0147
5681,0.0148
5682,0.0148
5683,0.0148
5684,0.0147
5685,0.0148
5686,0.0147
5687,0.0149
5688,0.0149
5689,0.0148
5690,0.0148
5691,0.0149
5692,0.0148
5693,0.0147
5694,0.0147
5695,0.0147
5696,0.0146
5697,0.0147
5698,0.0146
5699,0.0146
5700,0.0146
5701,0.0146
5702,0.0147
5703,0.0146
5704,0.0146
5705,0.0147
5706,0.0146
5707,0.0146
5708,0.0147
5709,0.0148
5710,0.0148
5711,0.0149
5712,0.0147
5713,0.0148
5714,0.0148
5715,0.0148
5716,0.0147
5717,0.0148
5718,0.0146
5719,0.0146
5720,0.0147
5721,0.0147
5722,0.0146
5723,0.0146
5724,0.0147
5725,0.0146
5726,0.0146
5727,0.0148
5728,0.0147
5729,0.0145
5730,0.0146
5731,0.0145
5732,0.0146
5733,0.0145
5734,0.0145
5735,0.0145
5736,0.0146
5737,0.0147
5738,0.0146
5739,0.0146
5740,0.0146
5741,0.0145
5742,0.0148
5743,0.0145
5744,0.0147
5745,0.0148
5746,0.0146
5747,0.0146
5748,0.0147
5749,0.0146
5750,0.0147
5751,0.0146
5752,0.0146
5753,0.0148
5754,0.0147
5755,0.0147
5756,0.0149
5757,0.0148
5758,0.0147
5759,0.0147
5760,0.0148
5761,0.0147
5762,0.0145
5763,0.0147
5764,0.0146
5765,0.0147
5766,0.0147
5767,0.015
5768,0.015
5769,0.0148
5770,0.0148
5771,0.0148
5772,0.0148
5773,0.0147
5774,0.0146
5775,0.0146
5776,0.0148
5777,0.0148
5778,0.0148
5779,0.0148
5780,0.0149
5781,0.0149
5782,0.015
5783,0.0148
5784,0.015
5785,0.0147
5786,0.0147
5787,0.0149
5788,0.0147
5789,0.0148
5790,0.0147
5791,0.0145
5792,0.0147
5793,0.0147
5794,0.0148
5795,0.0149
5796,0.0148
5797,0.0149
5798,0.0149
5799,0.0147
5800,0.0148
5801,0.0147
5802,0.0147
5803,0.0147
5804,0.0147
5805,0.0148
5806,0.0147
5807,0.0149
5808,0.0148
5809,0.0148
5810,0.0148
5811,0.0148
5812,0.0147
5813,0.0148
5814,0.0148
5815,0.0147
5816,0.0148
5817,0.0148
5818,0.0147
5819,0.0147
5820,0.0149
5821,0.0148
5822,0.0146
5823,0.0146
5824,0.0147
5825,0.0147
5826,0.0148
5827,0.0148
5828,0.0148
5829,0.0147
5830,0.0148
5831,0.0146
5832,0.0148
5833,0.0149
5834,0.0146
5835,0.0147
5836,0.0146
5837,0.0148
5838,0.0148
5839,0.0148
5840,0.0148
5841,0.0148
5842,0.0147
5843,0.0148
5844,0.0148
5845,0.0148
5846,0.0148
5847,0.0149
5848,0.0148
5849,0.0147
5850,0.0147
5851,0.0147
5852,0.0146
5853,0.0147
5854,0.0147
5855,0.0148
5856,0.0148
5857,0.0148
5858,0.0146
5859,0.0149
5860,0.0149
5861,0.015
5862,0.015
5863,0.015
5864,0.0152
5865,0.0152
5866,0.0156
5867,0.0164
5868,0.0184
5869,0.0301
5870,0.0931
5871,0.1067
5872,0.1143
5873,0.1243
5874,0.1294
5875,0.137
5876,0.1417
5877,0.145
5878,0.1487
5879,0.1492
5880,0.1465
5881,0.0698
5882,0.0311
5883,0.0193
5884,0.0165
5885,0.0161
5886,0.016
5887,0.016
5888,0.0162
5889,0.0175
5890,0.0248
5891,0.0664
5892,0.097
5893,0.1053
5894,0.1126
5895,0.12
5896,0.1248
5897,0.1295
5898,0.1349
5899,0.1395
5900,0.1411
5901,0.1404
5902,0.1151
5903,0.035
5904,0.0198
5905,0.0166
5906,0.0157
5907,0.0154
5908,0.0153
5909,0.015
5910,0.015
5911,0.015
5912,0.0149
5913,0.0149
5914,0.0148
5915,0.0149
5916,0.0146
5917,0.0147
5918,0.0147
5919,0.0147
5920,0.0146
5921,0.0145
5922,0.0146
5923,0.0146
5924,0.0148
5925,0.0146
5926,0.0147
5927,0.0145
5928,0.0144
5929,0.0145
5930,0.0145
5931,0.0146
5932,0.0146
5933,0.0146
5934,0.0146
5935,0.0146
5936,0.0146
5937,0.0145
5938,0.0148
5939,0.0146
5940,0.0146
5941,0.0146
5942,0.0145
5943,0.0146
5944,0.0145
5945,0.0145
5946,0.0144
5947,0.0146
5948,0.0146
5949,0.0145
5950,0.0146
5951,0.0145
5952,0.0145
5953,0.0146
5954,0.0146
5955,0.0147
5956,0.0144
5957,0.0144
5958,0.0146
5959,0.0146
5960,0.0147
5961,0.0146
5962,0.0145
5963,0.0145
5964,0.0146
5965,0.0146
5966,0.0146
5967,0.0146
5968,0.0145
5969,0.0147
5970,0.0147
5971,0.0146
5972,0.0145
5973,0.0145
5974,0.0146
5975,0.0146
5976,0.0147
5977,0.0145
5978,0.0145
5979,0.0146
5980,0.0146
5981,0.0146
5982,0.0145
5983,0.0145
5984,0.0145
5985,0.0147
5986,0.0147
5987,0.0145
5988,0.0146
5989,0.0147
5990,0.0146
5991,0.0147
5992,0.0147
5993,0.0147
5994,0.0146
5995,0.0148
5996,0.0147
5997,0.0145
5998,0.0145
5999,0.0147
6000,0.0146
6001,0.0146
6002,0.0145
6003,0.0145
6004,0.0145
6005,0.0145
6006,0.0144
6007,0.0146
6008,0.0146
6009,0.0147
6010,0.0144
6011,0.0146
6012,0.0145
6013,0.0144
6014,0.0147
6015,0.0147
6016,0.0147
6017,0.0148
6018,0.0148
6019,0.0146
6020,0.0146
6021,0.0147
6022,0.0147
6023,0.0145
6024,0.0144
6025,0.0144
6026,0.0145
6027,0.0144
6028,0.0145
6029,0.0145
6030,0.0145
6031,0.0144
6032,0.0147
6033,0.0145
6034,0.0144
6035,0.0144
6036,0.0145
6037,0.0146
6038,0.0145
6039,0.0145
6040,0.0145
6041,0.0145
6042,0.0144
6043,0.0145
6044,0.0145
6045,0.0146
6046,0.0145
6047,0.0144
6048,0.0144
6049,0.0144
6050,0.0146
6051,0.0145
6052,0.0144
6053,0.0144
6054,0.0146
6055,0.0145
6056,0.0145
6057,0.0145
6058,0.0144
6059,0.0145
6060,0.0144
6061,0.0144
6062,0.0144
6063,0.0144
6064,0.0144
6065,0.0145
6066,0.0146
6067,0.0145
6068,0.0145
6069,0.0145
6070,0.0144
6071,0.0145
6072,0.0146
6073,0.0144
6074,0.0145
6075,0.0146
6076,0.0144
6077,0.0145
6078,0.0147
6079,0.0146
6080,0.0143
6081,0.0142
6082,0.0145
6083,0.0144
6084,0.0145
6085,0.0145
6086,0.0144
6087,0.0146
6088,0.0145
6089,0.0145
6090,0.0144
6091,0.0145
6092,0.0145
6093,0.0143
6094,0.0145
6095,0.0144
6096,0.0146
6097,0.0146
6098,0.0146
6099,0.0145
6100,0.0145
6101,0.0146
6102,0.0146
6103,0.0144
6104,0.0146
6105,0.0144
6106,0.0144
6107,0.0145
6108,0.0146
6109,0.0145
6110,0.0146
6111,0.0144
6112,0.0145
6113,0.0144
6114,0.0145
6115,0.0145
6116,0.0145
6117,0.0144
6118,0.0144
6119,0.0147
6120,0.0144
6121,0.0145
6122,0.0146
6123,0.0146
6124,0.0145
6125,0.0144
6126,0.0144
6127,0.0143
6128,0.0145
6129,0.0146
6130,0.0146
6131,0.0148
6132,0.0147
6133,0.0149
6134,0.0148
6135,0.0147
6136,0.015
6137,0.015
6138,0.0151
6139,0.015
6140,0.0152
6141,0.015
6142,0.015
6143,0.0146
6144,0.0146
6145,0.0147
6146,0.0147
6147,0.0146
6148,0.0148
6149,0.0146
6150,0.0147
6151,0.0145
6152,0.0146
6153,0.0146
6154,0.0145
6155,0.0145
6156,0.0146
6157,0.0145
6158,0.0145
6159,0.0146
6160,0.0145
6161,0.0145
6162,0.0145
6163,0.0145
6164,0.0147
6165,0.0147
6166,0.0147
6167,0.0145
6168,0.0145
6169,0.0147
6170,0.0145
6171,0.0145
6172,0.0145
6173,0.0145
6174,0.0145
6175,0.0146
6176,0.0147
6177,0.0145
6178,0.0146
6179,0.0147
6180,0.0145
6181,0.0146
6182,0.0146
6183,0.0144
6184,0.0145
6185,0.0145
6186,0.0145
6187,0.0145
6188,0.0143
6189,0.0144
6190,0.0145
6191,0.0145
6192,0.0144
6193,0.0144
6194,0.0145
6195,0.0145
6196,0.0144
6197,0.0145
6198,0.0144
6199,0.0145
6200,0.0144
6201,0.0144
6202,0.0144
6203,0.0144
6204,0.0145
6205,0.0144
6206,0.0145
6207,0.0145
6208,0.0146
6209,0.0145
6210,0.0145
6211,0.0146
6212,0.0145
6213,0.0144
6214,0.0144
6215,0.0146
6216,0.0143
6217,0.0145
6218,0.0143
6219,0.0145
6220,0.0144
6221,0.0143
6222,0.0144
6223,0.0144
6224,0.0146
6225,0.0146
6226,0.0145
6227,0.0146
6228,0.0146
6229,0.0145
6230,0.0147
6231,0.0147
6232,0.0147
6233,0.0146
6234,0.0146
6235,0.0147
6236,0.0144
6237,0.0145
6238,0.0144
6239,0.0143
6240,0.0144
6241,0.0143
6242,0.0142
6243,0.0144
6244,0.0146
6245,0.0144
6246,0.0144
6247,0.0144
